productsCount,orderPrice,buyer,buyerCity,orderStatus,shippingPrice,orderDate,orderTime,type,buyerSatisfaction
1,4.99,Gintaras Gintaraitis,Šilutė,pristatytas,19.99,2021-10-30,14:56,internetu,5
1,9.99,Antanas Antanaitis,Marijampolė,pristatytas,19.99,2023-01-12,8:13,parduotuvėje,5
2,37.98,Marius Marius,Grigiškės,pristatytas,9.99,2017-12-07,15:17,parduotuvėje,4
5,194.95,Ona Onaitė,Švenčionys,pristatytas,9.99,2020-09-29,13:8,internetu,5
1,7.99,Jonas Jonaitis,Kaišiadorys,pristatytas,9.99,2024-03-17,13:52,internetu,2
4,97.96,Vilma Vilmaitė,Šilutė,pristatytas,9.99,2021-11-08,13:59,internetu,3
4,42.96,Marius Marius,Kybartai,naujas,4.99,2017-04-07,12:26,internetu,3
2,17.98,Aldona Aldonaitė,Kaišiadorys,naujas,9.99,2015-06-19,15:7,internetu,5
4,72.96,Elžbieta Elžbietaitė,Kėdainiai,pristatytas,2.99,2022-05-22,14:11,internetu,5
4,67.96,Vytautas Vytenis,Šilutė,pristatytas,19.99,2022-01-20,14:16,parduotuvėje,5
4,94.96,Vaida Vaidaitė,Kaišiadorys,pristatytas,0.00,2018-10-06,9:33,internetu,5
5,144.95,Laima Laimaitė,Tauragė,pristatytas,0.00,2015-08-13,11:12,internetu,5
7,95.93,Vaidas Vaidas,Kaunas,pristatytas,9.99,2024-02-24,11:15,internetu,2
4,33.96,Laima Laimaitė,Pakruojis,pristatytas,19.99,2015-03-11,10:14,internetu,3
3,72.97,Giedrius Giedraitis,Kelmė,atšauktas,9.99,2021-12-04,11:54,parduotuvėje,3
2,44.98,Inga Ingaitė,Šalčininkai,pristatytas,4.99,2020-11-21,12:57,internetu,5
1,9.99,Jolanta Jolantaitė,Elektrėnai,pristatytas,2.99,2022-02-24,10:48,internetu,5
1,9.99,Giedrė Giedrytė,Lazdijai,patvirtintas,19.99,2015-03-01,10:25,internetu,5
1,9.99,Ona Onaitė,Zarasai,pristatytas,4.99,2016-10-04,11:47,internetu,4
3,47.97,Viktorija Viktorienė,Varėna,pristatytas,2.99,2022-01-10,14:58,internetu,4
1,49.99,Gintaras Gintaraitis,Šilutė,pristatytas,9.99,2015-06-20,13:4,parduotuvėje,5
2,55.98,Gintautas Gintautas,Varėna,naujas,2.99,2017-09-26,14:49,internetu,2
1,49.99,Rita Ritaitė,Ukmergė,pristatytas,2.99,2021-12-15,9:58,parduotuvėje,5
4,84.96,Vilma Vilmaitė,Raseiniai,pristatytas,9.99,2017-12-09,10:39,parduotuvėje,1
2,13.98,Laima Laimaitė,Rokiškis,pristatytas,0.00,2020-12-31,9:15,parduotuvėje,5
1,5.99,Marius Marius,Varėna,naujas,2.99,2023-06-26,13:12,parduotuvėje,5
1,7.99,Viktorija Viktorienė,Kelmė,pristatytas,9.99,2019-02-16,14:52,internetu,5
2,35.98,Aldona Aldonaitė,Raseiniai,atšauktas,2.99,2020-03-25,14:41,parduotuvėje,5
1,9.99,Kazimieras Kazimieraitis,Kazlų Rūda,pristatytas,9.99,2018-07-10,10:25,internetu,5
2,44.98,Dalia Dalinskaitė,Joniškis,pristatytas,2.99,2015-04-12,8:20,internetu,5
3,30.97,Jurgis Jurgis,Visaginas,naujas,19.99,2021-06-25,10:9,internetu,5
2,59.98,Vytautas Vytenis,Tauragė,pristatytas,2.99,2018-02-01,15:21,internetu,4
1,9.99,Giedrė Giedrytė,Kėdainiai,pristatytas,19.99,2017-12-06,9:55,internetu,5
5,80.95,Elžbieta Elžbietaitė,Kaišiadorys,išsiųstas,4.99,2022-04-09,13:16,internetu,5
4,49.96,Rita Ritaitė,Palanga,pristatytas,4.99,2020-01-24,14:1,internetu,5
5,40.95,Marius Marius,Kėdainiai,išsiųstas,2.99,2023-04-08,10:13,internetu,3
5,123.95,Vilma Vilmaitė,Druskininkai,pristatytas,0.00,2017-03-10,12:22,internetu,3
4,28.96,Dalia Dalinskaitė,Švenčionys,pristatytas,2.99,2022-07-16,8:29,internetu,3
1,5.99,Aurimas Aurimaitė,Panevėžys,pristatytas,9.99,2016-02-06,11:48,internetu,4
3,69.97,Elžbieta Elžbietaitė,Neringa,atšauktas,4.99,2021-04-18,14:12,parduotuvėje,5
2,14.98,Gintarė Gintarytė,Kretinga,pristatytas,2.99,2016-03-03,10:51,parduotuvėje,2
5,104.95,Gintautas Gintautas,Rokiškis,pristatytas,2.99,2021-12-16,8:42,parduotuvėje,2
2,37.98,Jolanta Jolantaitė,Zarasai,pristatytas,0.00,2023-10-05,10:5,internetu,5
10,94.90,Kazimieras Kazimieraitis,Vilnius,pristatytas,2.99,2018-06-03,12:36,parduotuvėje,4
5,90.95,Petras Petraitis,Šilutė,pristatytas,19.99,2021-02-16,14:30,parduotuvėje,3
3,54.97,Marius Marius,Šilutė,pristatytas,2.99,2016-07-16,10:9,parduotuvėje,2
5,100.95,Jolanta Jolantaitė,Ignalina,išsiųstas,19.99,2015-11-03,8:46,internetu,5
2,37.98,Bronius Bronius,Zarasai,pristatytas,9.99,2015-01-14,9:34,internetu,2
2,10.98,Jonas Jonaitis,Mažeikiai,pristatytas,0.00,2020-03-29,15:4,internetu,4
3,43.97,Aurimas Aurimaitė,Panevėžys,pristatytas,0.00,2015-04-11,15:50,parduotuvėje,5
5,87.95,Elžbieta Elžbietaitė,Druskininkai,pristatytas,0.00,2016-06-12,15:33,internetu,4
3,89.97,Marius Marius,Jonava,pristatytas,2.99,2019-12-08,9:34,parduotuvėje,5
5,85.95,Ona Onaitė,Kėdainiai,pristatytas,19.99,2015-07-07,12:14,parduotuvėje,5
4,60.96,Giedrė Giedrytė,Visaginas,naujas,9.99,2020-04-01,15:31,internetu,5
1,5.99,Ona Onaitė,Radviliškis,pristatytas,0.00,2023-02-23,10:33,internetu,3
2,54.98,Dalia Dalinskaitė,Ignalina,patvirtintas,4.99,2023-06-17,15:17,internetu,4
3,19.97,Jolanta Jolantaitė,Plungė,naujas,2.99,2018-03-12,14:3,internetu,5
1,29.99,Aurimas Aurimaitė,Raseiniai,patvirtintas,9.99,2018-04-27,14:32,parduotuvėje,4
1,5.99,Vitalijus Vitkus,Neringa,atšauktas,4.99,2017-01-08,14:9,parduotuvėje,2
3,22.97,Vaidas Vaidas,Pabradė,pristatytas,9.99,2017-07-12,9:21,internetu,3
3,32.97,Jolanta Jolantaitė,Pakruojis,patvirtintas,2.99,2022-01-20,11:52,internetu,4
5,69.95,Petras Petraitis,Lazdijai,pristatytas,2.99,2024-04-23,14:57,internetu,3
2,37.98,Viktorija Viktorienė,Šilutė,pristatytas,2.99,2016-05-31,8:47,parduotuvėje,1
4,47.96,Aurimas Aurimaitė,Zarasai,pristatytas,0.00,2022-06-11,11:55,internetu,4
5,84.95,Vilma Vilmaitė,Radviliškis,išsiųstas,0.00,2020-10-15,12:16,internetu,5
3,29.97,Gintautas Gintautas,Telšiai,naujas,2.99,2015-05-16,9:50,internetu,3
2,22.98,Rimantas Rimantėlis,Radviliškis,pristatytas,2.99,2020-04-30,11:48,parduotuvėje,3
3,27.97,Aurimas Aurimaitė,Kretinga,išsiųstas,19.99,2019-09-08,14:3,internetu,3
3,69.97,Vitalijus Vitkus,Ukmergė,pristatytas,19.99,2019-11-10,13:12,internetu,4
1,4.99,Vilma Vilmaitė,Jonava,pristatytas,2.99,2021-09-03,11:24,internetu,4
1,14.99,Jolanta Jolantaitė,Kelmė,išsiųstas,2.99,2019-02-16,9:47,internetu,5
4,40.96,Vytautas Vytenis,Biržai,pristatytas,2.99,2018-07-07,9:14,parduotuvėje,5
4,114.96,Gintautas Gintautas,Kėdainiai,pristatytas,2.99,2016-05-28,9:3,parduotuvėje,4
5,109.95,Marius Marius,Zarasai,pristatytas,2.99,2018-11-04,8:3,internetu,5
3,47.97,Ona Onaitė,Šalčininkai,pristatytas,9.99,2019-01-17,13:2,parduotuvėje,5
2,12.98,Kazimieras Kazimieraitis,Grigiškės,pristatytas,2.99,2016-07-04,9:13,internetu,5
4,114.96,Bronius Bronius,Zarasai,atšauktas,2.99,2019-10-06,13:13,internetu,4
2,54.98,Giedrius Giedraitis,Kaišiadorys,pristatytas,4.99,2019-09-28,9:28,internetu,5
9,147.91,Rasa Rasaitė,Kaunas,pristatytas,2.99,2020-08-08,12:53,internetu,2
9,115.91,Vilma Vilmaitė,Kaunas,pristatytas,2.99,2023-06-06,12:33,internetu,5
5,38.95,Vaidas Vaidas,Trakai,pristatytas,2.99,2021-12-05,13:42,internetu,3
1,49.99,Vilma Vilmaitė,Palanga,pristatytas,9.99,2019-12-17,10:5,internetu,5
1,14.99,Inga Ingaitė,Zarasai,pristatytas,2.99,2024-03-31,10:18,parduotuvėje,5
1,14.99,Vitalijus Vitkus,Rokiškis,pristatytas,2.99,2020-07-25,14:19,internetu,1
3,69.97,Dalia Dalinskaitė,Biržai,pristatytas,19.99,2019-10-05,15:3,internetu,4
2,15.98,Asta Astaitė,Jonava,pristatytas,4.99,2015-12-30,14:21,internetu,5
4,78.96,Aurimas Aurimaitė,Trakai,pristatytas,2.99,2020-08-10,14:26,internetu,5
2,64.98,Giedrius Giedraitis,Plungė,pristatytas,2.99,2019-12-30,11:56,internetu,4
3,47.97,Aldona Aldonaitė,Telšiai,pristatytas,9.99,2015-06-01,12:8,internetu,5
4,71.96,Antanas Antanaitis,Rokiškis,pristatytas,2.99,2022-03-19,10:43,parduotuvėje,5
4,99.96,Aurimas Aurimaitė,Mažeikiai,patvirtintas,2.99,2020-06-10,11:7,internetu,4
1,9.99,Aldona Aldonaitė,Švenčionys,pristatytas,2.99,2015-08-22,11:15,internetu,5
5,63.95,Jurgis Jurgis,Panevėžys,pristatytas,4.99,2015-07-20,9:19,internetu,3
2,19.98,Vilma Vilmaitė,Šiauliai,naujas,0.00,2020-12-08,12:25,internetu,5
2,44.98,Aidas Aidaitis,Rokiškis,atšauktas,19.99,2021-02-20,8:25,internetu,3
5,84.95,Aurimas Aurimaitė,Šilutė,atšauktas,0.00,2024-01-11,10:3,internetu,1
1,49.99,Jonas Jonaitis,Šilutė,pristatytas,9.99,2015-09-27,14:47,internetu,1
5,118.95,Laima Laimaitė,Prienai,išsiųstas,2.99,2018-10-17,13:24,internetu,2
3,39.97,Petras Petraitis,Zarasai,išsiųstas,4.99,2021-10-09,13:50,parduotuvėje,5
6,87.94,Aurimas Aurimaitė,Šiauliai,pristatytas,9.99,2019-07-18,14:6,internetu,4
5,94.95,Jolanta Jolantaitė,Kėdainiai,atšauktas,9.99,2017-04-11,10:7,internetu,3
4,54.96,Rita Ritaitė,Pabradė,pristatytas,19.99,2017-06-11,13:3,internetu,4
3,45.97,Aurimas Aurimaitė,Grigiškės,pristatytas,2.99,2016-06-14,14:51,internetu,1
3,64.97,Jolanta Jolantaitė,Zarasai,pristatytas,19.99,2021-05-12,15:40,internetu,3
3,45.97,Asta Astaitė,Joniškis,pristatytas,2.99,2019-03-04,11:24,internetu,5
4,44.96,Viktorija Viktorienė,Šilutė,pristatytas,19.99,2023-01-01,8:1,internetu,4
3,74.97,Gintautas Gintautas,Pabradė,naujas,19.99,2023-09-30,10:37,internetu,5
1,14.99,Rita Ritaitė,Anykščiai,pristatytas,2.99,2023-05-19,14:10,parduotuvėje,5
3,60.97,Inga Ingaitė,Kaišiadorys,atšauktas,0.00,2020-06-18,12:28,internetu,5
3,30.97,Ona Onaitė,Rokiškis,naujas,2.99,2016-05-16,15:12,parduotuvėje,2
2,13.98,Aurimas Aurimaitė,Jonava,pristatytas,19.99,2018-10-17,8:23,internetu,2
2,57.98,Laima Laimaitė,Joniškis,pristatytas,9.99,2019-01-04,9:28,internetu,2
1,14.99,Antanas Antanaitis,Švenčionys,atšauktas,2.99,2015-11-21,13:53,internetu,3
4,99.96,Marius Marius,Pakruojis,pristatytas,2.99,2017-08-13,10:30,internetu,2
4,120.96,Antanas Antanaitis,Zarasai,pristatytas,19.99,2020-11-03,8:20,internetu,5
4,28.96,Ona Onaitė,Šilutė,naujas,0.00,2022-04-07,15:15,internetu,5
5,81.95,Aidas Aidaitis,Ukmergė,pristatytas,2.99,2020-10-31,8:19,internetu,4
3,27.97,Laima Laimaitė,Klaipėda,pristatytas,2.99,2022-03-16,8:6,internetu,4
4,80.96,Vytautas Vytenis,Kėdainiai,pristatytas,0.00,2016-03-28,14:12,internetu,4
2,44.98,Gintautas Gintautas,Marijampolė,pristatytas,0.00,2015-08-02,11:23,internetu,4
2,55.98,Marius Marius,Trakai,naujas,0.00,2017-07-31,15:15,internetu,2
1,49.99,Jolanta Jolantaitė,Biržai,naujas,2.99,2016-08-05,13:10,internetu,4
1,9.99,Rasa Rasaitė,Zarasai,pristatytas,0.00,2024-05-17,14:12,internetu,5
8,135.92,Aurimas Aurimaitė,Šiauliai,pristatytas,0.00,2022-06-10,10:34,internetu,2
4,117.96,Vaida Vaidaitė,Palanga,naujas,19.99,2023-08-15,10:25,internetu,4
1,9.99,Jolanta Jolantaitė,Kėdainiai,pristatytas,2.99,2022-03-25,14:30,internetu,4
5,99.95,Aurimas Aurimaitė,Zarasai,pristatytas,2.99,2017-06-24,15:24,internetu,3
3,29.97,Inga Ingaitė,Kretinga,pristatytas,9.99,2023-03-21,8:41,parduotuvėje,4
5,85.95,Vilma Vilmaitė,Grigiškės,pristatytas,19.99,2021-04-07,14:47,internetu,2
3,69.97,Jolanta Jolantaitė,Kalvarija,pristatytas,19.99,2022-09-12,11:45,internetu,4
4,137.96,Laima Laimaitė,Varėna,patvirtintas,19.99,2022-02-12,14:42,internetu,5
3,50.97,Jolanta Jolantaitė,Kėdainiai,pristatytas,2.99,2018-01-07,8:28,internetu,3
2,37.98,Rasa Rasaitė,Utena,pristatytas,2.99,2018-12-14,8:50,internetu,3
5,38.95,Vitalijus Vitkus,Kaišiadorys,atšauktas,9.99,2017-07-21,14:15,internetu,5
1,49.99,Rasa Rasaitė,Marijampolė,pristatytas,2.99,2023-09-28,13:10,parduotuvėje,2
2,39.98,Marius Marius,Kupiškis,pristatytas,9.99,2016-12-08,9:1,internetu,5
3,70.97,Aurimas Aurimaitė,Tauragė,pristatytas,4.99,2016-09-19,15:10,internetu,5
2,19.98,Marius Marius,Prienai,pristatytas,2.99,2021-11-01,9:0,parduotuvėje,4
2,44.98,Laima Laimaitė,Kupiškis,išsiųstas,0.00,2019-03-11,15:13,parduotuvėje,5
4,42.96,Ona Onaitė,Šilutė,pristatytas,4.99,2020-07-13,12:34,internetu,5
3,32.97,Rasa Rasaitė,Panevėžys,pristatytas,2.99,2019-11-18,9:45,parduotuvėje,2
5,44.95,Gintaras Gintaraitis,Švenčionys,pristatytas,2.99,2021-07-29,14:28,internetu,4
3,50.97,Jolanta Jolantaitė,Kėdainiai,pristatytas,0.00,2018-10-28,14:52,internetu,5
3,69.97,Rita Ritaitė,Kalvarija,pristatytas,0.00,2016-02-14,14:54,parduotuvėje,5
2,13.98,Ona Onaitė,Kalvarija,pristatytas,4.99,2020-07-03,8:9,internetu,5
3,40.97,Vaida Vaidaitė,Telšiai,naujas,2.99,2017-01-06,15:53,internetu,2
3,25.97,Asta Astaitė,Kaišiadorys,naujas,2.99,2021-01-08,9:49,internetu,5
2,19.98,Rita Ritaitė,Ignalina,pristatytas,9.99,2023-10-20,12:25,internetu,3
4,69.96,Kazimieras Kazimieraitis,Širvintos,pristatytas,0.00,2020-09-26,8:35,parduotuvėje,5
1,4.99,Elžbieta Elžbietaitė,Kaišiadorys,pristatytas,4.99,2015-04-12,15:15,internetu,4
4,64.96,Vytautas Vytenis,Kretinga,pristatytas,2.99,2014-11-03,12:4,internetu,5
2,17.98,Vytautas Vytenis,Lazdijai,pristatytas,2.99,2023-11-25,12:16,parduotuvėje,1
3,21.97,Kazimieras Kazimieraitis,Zarasai,pristatytas,4.99,2016-12-20,15:35,internetu,1
1,7.99,Vitalijus Vitkus,Kaunas,pristatytas,2.99,2018-06-13,12:16,internetu,2
5,97.95,Asta Astaitė,Telšiai,išsiųstas,9.99,2016-05-16,10:6,parduotuvėje,5
4,99.96,Aurimas Aurimaitė,Kėdainiai,pristatytas,4.99,2020-07-22,14:45,internetu,2
2,15.98,Jolanta Jolantaitė,Zarasai,pristatytas,2.99,2017-03-30,13:7,internetu,2
5,45.95,Giedrius Giedraitis,Šilutė,pristatytas,0.00,2018-08-22,12:48,parduotuvėje,3
4,54.96,Asta Astaitė,Kėdainiai,išsiųstas,19.99,2015-10-14,9:55,internetu,5
4,38.96,Rasa Rasaitė,Marijampolė,pristatytas,2.99,2020-09-01,9:33,internetu,5
7,80.93,Gintaras Gintaraitis,Klaipėda,išsiųstas,2.99,2018-02-18,8:40,internetu,4
1,9.99,Giedrė Giedrytė,Utena,pristatytas,2.99,2023-07-11,12:13,internetu,5
2,13.98,Marius Marius,Kybartai,pristatytas,2.99,2016-06-28,9:2,internetu,5
2,19.98,Giedrius Giedraitis,Švenčionys,pristatytas,9.99,2022-06-29,13:44,internetu,5
1,9.99,Aurimas Aurimaitė,Kaišiadorys,pristatytas,9.99,2017-10-12,11:26,parduotuvėje,2
4,45.96,Elžbieta Elžbietaitė,Neringa,atšauktas,19.99,2019-10-25,8:46,parduotuvėje,4
2,59.98,Viktorija Viktorienė,Kėdainiai,pristatytas,2.99,2018-07-31,8:56,internetu,4
4,43.96,Rita Ritaitė,Grigiškės,naujas,0.00,2018-07-20,15:32,internetu,2
4,25.96,Aurimas Aurimaitė,Rokiškis,pristatytas,19.99,2021-10-06,13:29,internetu,4
1,5.99,Kazimieras Kazimieraitis,Zarasai,patvirtintas,2.99,2014-10-16,11:34,internetu,5
5,75.95,Ona Onaitė,Prienai,pristatytas,2.99,2020-11-08,13:37,internetu,4
1,9.99,Dalia Dalinskaitė,Pabradė,išsiųstas,4.99,2019-09-18,15:46,internetu,3
3,60.97,Rimantas Rimantėlis,Alytus,išsiųstas,2.99,2022-02-26,14:55,parduotuvėje,5
1,4.99,Jolanta Jolantaitė,Druskininkai,pristatytas,19.99,2018-11-01,8:13,parduotuvėje,5
4,31.96,Vilma Vilmaitė,Marijampolė,išsiųstas,19.99,2018-01-01,13:22,internetu,4
1,14.99,Marius Marius,Trakai,pristatytas,2.99,2017-11-16,8:28,internetu,2
4,72.96,Rimantas Rimantėlis,Kelmė,pristatytas,2.99,2023-11-19,8:14,internetu,4
4,115.96,Gintaras Gintaraitis,Pabradė,pristatytas,19.99,2023-05-03,9:37,internetu,4
3,105.97,Marius Marius,Elektrėnai,atšauktas,2.99,2015-09-13,11:43,parduotuvėje,5
4,139.96,Marius Marius,Kaunas,pristatytas,0.00,2023-07-19,14:52,internetu,5
5,50.95,Petras Petraitis,Alytus,pristatytas,2.99,2018-07-16,11:10,internetu,3
3,29.97,Aurimas Aurimaitė,Švenčionys,pristatytas,9.99,2016-04-14,8:41,parduotuvėje,5
3,23.97,Rita Ritaitė,Biržai,pristatytas,2.99,2020-07-07,15:35,internetu,3
1,49.99,Gintarė Gintarytė,Kėdainiai,pristatytas,2.99,2017-08-05,13:33,internetu,5
5,84.95,Jolanta Jolantaitė,Kėdainiai,pristatytas,2.99,2017-06-26,11:17,internetu,3
3,25.97,Jolanta Jolantaitė,Panevėžys,pristatytas,9.99,2017-06-09,8:37,parduotuvėje,5
4,75.96,Vytautas Vytenis,Elektrėnai,pristatytas,19.99,2023-07-26,8:2,internetu,5
1,4.99,Ona Onaitė,Kybartai,išsiųstas,2.99,2023-12-24,15:19,internetu,5
4,62.96,Ona Onaitė,Kėdainiai,pristatytas,0.00,2019-04-25,10:43,internetu,3
1,5.99,Jolanta Jolantaitė,Palanga,pristatytas,9.99,2017-09-28,11:52,internetu,5
4,49.96,Marius Marius,Kybartai,pristatytas,4.99,2017-04-24,15:10,internetu,4
4,53.96,Vaidas Vaidas,Kėdainiai,patvirtintas,9.99,2016-02-07,15:13,parduotuvėje,4
4,75.96,Asta Astaitė,Kaišiadorys,atšauktas,0.00,2017-09-19,8:33,internetu,4
5,87.95,Jonas Jonaitis,Lazdijai,pristatytas,9.99,2022-12-06,13:39,parduotuvėje,3
1,4.99,Rimantas Rimantėlis,Zarasai,naujas,19.99,2019-08-04,10:51,internetu,5
4,25.96,Vilma Vilmaitė,Marijampolė,pristatytas,19.99,2020-11-28,13:2,internetu,4
1,5.99,Jonas Jonaitis,Kretinga,išsiųstas,2.99,2023-01-24,15:58,parduotuvėje,5
2,57.98,Inga Ingaitė,Tauragė,pristatytas,19.99,2021-02-26,12:20,internetu,5
5,88.95,Gintaras Gintaraitis,Zarasai,pristatytas,9.99,2016-07-12,14:27,parduotuvėje,5
3,27.97,Vaidas Vaidas,Kretinga,pristatytas,19.99,2018-12-12,10:27,internetu,5
1,29.99,Dalia Dalinskaitė,Vilnius,pristatytas,4.99,2018-02-21,8:51,parduotuvėje,5
2,19.98,Aurimas Aurimaitė,Kaišiadorys,pristatytas,2.99,2022-03-29,14:7,parduotuvėje,5
5,63.95,Asta Astaitė,Zarasai,pristatytas,2.99,2019-09-25,13:55,parduotuvėje,4
2,44.98,Laima Laimaitė,Širvintos,naujas,19.99,2019-03-21,14:3,parduotuvėje,5
2,15.98,Jolanta Jolantaitė,Kėdainiai,pristatytas,19.99,2022-11-08,8:47,internetu,4
1,5.99,Ona Onaitė,Švenčionys,pristatytas,2.99,2019-09-19,13:22,internetu,2
2,14.98,Jurgis Jurgis,Druskininkai,patvirtintas,0.00,2020-09-12,12:55,parduotuvėje,2
1,49.99,Rita Ritaitė,Pakruojis,pristatytas,19.99,2017-05-26,15:0,parduotuvėje,5
3,54.97,Giedrė Giedrytė,Šilutė,pristatytas,9.99,2023-06-13,14:18,parduotuvėje,5
3,30.97,Gintarė Gintarytė,Lazdijai,pristatytas,2.99,2021-03-30,12:22,internetu,1
1,29.99,Ona Onaitė,Šiauliai,išsiųstas,2.99,2018-11-26,11:17,internetu,4
2,20.98,Aidas Aidaitis,Biržai,patvirtintas,2.99,2022-07-10,9:31,internetu,4
2,15.98,Marius Marius,Kupiškis,patvirtintas,2.99,2015-04-19,14:2,internetu,4
4,50.96,Antanas Antanaitis,Šilutė,pristatytas,0.00,2016-12-25,13:1,internetu,5
3,24.97,Ona Onaitė,Šilutė,pristatytas,2.99,2020-01-12,15:14,parduotuvėje,4
2,19.98,Gintarė Gintarytė,Grigiškės,atšauktas,19.99,2023-06-14,9:41,internetu,5
5,78.95,Gintarė Gintarytė,Kaišiadorys,naujas,4.99,2023-01-10,10:4,internetu,5
3,23.97,Jolanta Jolantaitė,Kėdainiai,pristatytas,9.99,2022-10-31,13:37,internetu,5
3,89.97,Antanas Antanaitis,Šilutė,pristatytas,2.99,2024-04-17,13:4,internetu,5
5,75.95,Jolanta Jolantaitė,Telšiai,pristatytas,2.99,2015-11-29,12:34,internetu,5
5,94.95,Vaida Vaidaitė,Kėdainiai,pristatytas,2.99,2022-01-23,10:14,parduotuvėje,4
5,83.95,Laima Laimaitė,Šilutė,pristatytas,2.99,2023-07-02,8:37,internetu,2
2,59.98,Vaida Vaidaitė,Pabradė,pristatytas,9.99,2017-05-06,15:51,internetu,4
3,70.97,Ona Onaitė,Kelmė,pristatytas,9.99,2020-12-29,10:44,internetu,4
2,59.98,Jolanta Jolantaitė,Neringa,pristatytas,9.99,2021-12-27,10:5,parduotuvėje,5
4,37.96,Aurimas Aurimaitė,Kaišiadorys,pristatytas,2.99,2021-04-15,14:54,internetu,5
4,59.96,Jolanta Jolantaitė,Ignalina,pristatytas,0.00,2022-01-19,13:57,parduotuvėje,3
1,5.99,Rasa Rasaitė,Kalvarija,atšauktas,2.99,2020-12-12,14:46,internetu,5
5,67.95,Rita Ritaitė,Plungė,pristatytas,2.99,2014-11-29,11:24,internetu,5
3,72.97,Marius Marius,Zarasai,naujas,2.99,2017-07-08,9:16,internetu,5
2,59.98,Jolanta Jolantaitė,Panevėžys,pristatytas,4.99,2018-02-02,12:41,parduotuvėje,2
1,9.99,Rita Ritaitė,Panevėžys,pristatytas,0.00,2016-12-31,14:58,parduotuvėje,4
1,9.99,Inga Ingaitė,Pakruojis,pristatytas,9.99,2014-10-19,12:10,internetu,5
2,15.98,Elžbieta Elžbietaitė,Kazlų Rūda,naujas,9.99,2020-03-22,14:51,internetu,5
5,54.95,Giedrė Giedrytė,Marijampolė,pristatytas,2.99,2018-12-08,8:54,internetu,2
3,70.97,Inga Ingaitė,Zarasai,pristatytas,2.99,2021-02-09,10:55,parduotuvėje,2
2,24.98,Gintautas Gintautas,Kaišiadorys,pristatytas,19.99,2016-12-31,14:7,internetu,2
2,19.98,Jonas Jonaitis,Pabradė,pristatytas,9.99,2017-11-10,13:22,internetu,2
3,40.97,Giedrius Giedraitis,Panevėžys,pristatytas,0.00,2023-02-25,14:53,internetu,5
2,37.98,Ona Onaitė,Zarasai,pristatytas,2.99,2019-11-06,10:25,parduotuvėje,4
4,60.96,Gintaras Gintaraitis,Kaišiadorys,pristatytas,9.99,2023-01-26,9:12,parduotuvėje,3
5,74.95,Aurimas Aurimaitė,Šilutė,pristatytas,4.99,2016-02-11,12:26,parduotuvėje,5
1,9.99,Dalia Dalinskaitė,Kazlų Rūda,naujas,9.99,2016-04-01,9:49,parduotuvėje,1
4,28.96,Dalia Dalinskaitė,Švenčionys,pristatytas,9.99,2014-10-29,10:38,internetu,4
1,29.99,Jonas Jonaitis,Visaginas,patvirtintas,4.99,2022-07-27,12:26,parduotuvėje,2
2,22.98,Marius Marius,Zarasai,pristatytas,0.00,2015-11-21,9:47,parduotuvėje,5
2,35.98,Asta Astaitė,Lazdijai,pristatytas,2.99,2024-02-29,9:13,internetu,3
4,76.96,Marius Marius,Šilutė,pristatytas,19.99,2020-12-18,9:22,parduotuvėje,2
3,25.97,Petras Petraitis,Telšiai,atšauktas,9.99,2017-07-07,13:34,internetu,5
1,29.99,Giedrius Giedraitis,Šilutė,pristatytas,2.99,2018-12-18,11:17,internetu,3
5,33.95,Vaida Vaidaitė,Mažeikiai,pristatytas,4.99,2016-06-10,11:0,internetu,5
4,57.96,Antanas Antanaitis,Visaginas,patvirtintas,4.99,2015-04-21,14:24,internetu,5
5,85.95,Ona Onaitė,Kalvarija,pristatytas,2.99,2018-12-31,9:6,internetu,5
4,134.96,Jonas Jonaitis,Ukmergė,išsiųstas,4.99,2016-10-06,15:11,internetu,3
4,91.96,Jurgis Jurgis,Druskininkai,pristatytas,9.99,2020-08-14,12:19,internetu,3
2,54.98,Bronius Bronius,Pakruojis,pristatytas,2.99,2023-06-26,10:18,internetu,5
1,49.99,Aurimas Aurimaitė,Kaišiadorys,išsiųstas,2.99,2022-05-20,14:31,internetu,5
2,37.98,Elžbieta Elžbietaitė,Radviliškis,pristatytas,0.00,2016-02-11,11:53,internetu,2
6,56.94,Jurgis Jurgis,Vilnius,pristatytas,19.99,2020-10-01,11:25,parduotuvėje,5
4,59.96,Elžbieta Elžbietaitė,Prienai,pristatytas,2.99,2020-09-07,12:22,internetu,2
2,99.98,Laima Laimaitė,Kėdainiai,pristatytas,2.99,2020-10-06,13:19,internetu,5
1,29.99,Aurimas Aurimaitė,Marijampolė,patvirtintas,0.00,2016-08-24,8:50,internetu,5
5,114.95,Jolanta Jolantaitė,Pabradė,pristatytas,19.99,2021-11-25,13:20,internetu,3
3,21.97,Gintarė Gintarytė,Tauragė,atšauktas,0.00,2019-04-12,14:20,parduotuvėje,2
3,49.97,Gintarė Gintarytė,Radviliškis,pristatytas,2.99,2023-08-09,10:7,internetu,2
4,59.96,Aurimas Aurimaitė,Kalvarija,naujas,2.99,2021-06-20,15:40,internetu,4
4,69.96,Aidas Aidaitis,Kaišiadorys,pristatytas,2.99,2017-11-03,14:54,internetu,5
5,107.95,Jonas Jonaitis,Kretinga,pristatytas,2.99,2019-06-11,9:42,internetu,5
